species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Monopterus albus;Chordata;Actinopterygii;Synbranchiformes;Synbranchidae;BOLD;320;330;11;WORMS;;30388;758829
