species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Cheiroseius bryophilus;Arthropoda;Arachnida;Mesostigmata;Sejidae;FE;34;34;1;ITIS;;979737
Sejus longipes;Arthropoda;Arachnida;Mesostigmata;Sejidae;FE;;;;FE;gap;
Sejus mutilus;Arthropoda;Arachnida;Mesostigmata;Sejidae;FE;;;;FE;gap;
Sejus togatus;Arthropoda;Arachnida;Mesostigmata;Sejidae;FE;;;;;gap;
