species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ischyropsalis carli;Arthropoda;Arachnida;Opiliones;Ischyropsalidae;BOLD,FE;2;2;0;;;668769
Ischyropsalis hellwigi;Arthropoda;Arachnida;Opiliones;Ischyropsalidae;BOLD,FE;;;;FE;gap;361440
Ischyropsalis hellwigii;Arthropoda;Arachnida;Opiliones;Ischyropsalidae;BOLD,iNat;4;5;1;;;752102;668770
Ischyropsalis kollari;Arthropoda;Arachnida;Opiliones;Ischyropsalidae;BOLD,FE;3;4;1;;;750210
Ischyropsalis pyrenaea;Arthropoda;Arachnida;Opiliones;Ischyropsalidae;BOLD,FE;3;4;0;;;667630
