species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Boreonymphon abyssorum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;14;24;2;WORMS;;236383;236386
Boreonymphon compactum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Boreonymphon ossiansarsi;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;0;2;0;;gap;236385
Heteronymphon ponsitor;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon akanthochoeros;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon brevirostre;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;8;9;3;WORMS;;236435;708775;80511
Nymphon brevitarse;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;3;5;0;;;236437
Nymphon caldarius;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;;;;ITIS;gap;236442
Nymphon chainae;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon cognatum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon elegans;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;5;7;1;WORMS;;236463
Nymphon grossipes;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;12;25;4;WORMS;;236485;714508
Nymphon gruveli;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon helleri;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD;3;4;0;WORMS;;236493
Nymphon hirtipes;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;29;31;1;WORMS;;236499
Nymphon hirtum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;2;3;1;WORMS;;236500
Nymphon inerme;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon laterospinus;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;ITIS;gap;
Nymphon leptocheles;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;5;9;1;WORMS;;236519
Nymphon longimanum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon macer;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD;;;;ITIS;gap;236534
Nymphon macronyx;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;4;12;1;;;236533
Nymphon megalops;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon micronyx;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;2;9;1;WORMS;;236545
Nymphon microrhynchum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;WORMS;gap;236527
Nymphon parasiticum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon procerum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon puellula;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon schimkewitschi;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;WORMS;gap;
Nymphon serratum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;1;1;1;;;236606
Nymphon sluiteri;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;3;4;1;;;236614
Nymphon stenocheir;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;;gap;
Nymphon stroemi;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;15;23;2;WORMS;;236622
Nymphon tenellum;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD,WORMS;8;12;2;WORMS;;236627
Nymphon tricuspidatus;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;BOLD;;;;ITIS;gap;1129714
Nymphon tubifer;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;WORMS;;;;ITIS;gap;
