species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Haliotis tuberculata;Mollusca;Gastropoda;Lepetellida;Haliotidae;BOLD,WORMS;6;138;3;WORMS;;30121;655259
