species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Lentidium mediterraneum;Mollusca;Bivalvia;Myida;Corbulidae;WORMS;0;8;0;WORMS;gap;1073889
Varicorbula gibba;Mollusca;Bivalvia;Myida;Corbulidae;BOLD;10;15;3;WORMS;;1023364;304801
