species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ummidia aedificatoria;Arthropoda;Arachnida;Araneae;Halonoproctidae;BOLD,FE;3;3;2;FE;;848573;797314
Ummidia algarve;Arthropoda;Arachnida;Araneae;Halonoproctidae;BOLD;41;41;9;;;797312
