species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Helleria brevicornis;Arthropoda;Malacostraca;Isopoda;Tylidae;BOLD,FE;59;62;3;;;656728
Tylos europaeus;Arthropoda;Malacostraca;Isopoda;Tylidae;FE;4;7;0;;;503417
Tylos latreillei;Arthropoda;Malacostraca;Isopoda;Tylidae;FE;;;;;gap;
Tylos ponticus;Arthropoda;Malacostraca;Isopoda;Tylidae;BOLD,FE;9;13;5;;;154081
Tylos sardous;Arthropoda;Malacostraca;Isopoda;Tylidae;FE;;;;;gap;
