species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ektaphelenchoides winteri;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus amitini;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;FE;gap;
Ektaphelenchus betulae;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus dendroctoni;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus goffarti;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus hylastophilus;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;FE;gap;
Ektaphelenchus larici;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus macrobulbosus;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;FE;gap;
Ektaphelenchus piniperdae;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus scolyti;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus skrjabini;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus tuerkorum;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
Ektaphelenchus typographi;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;FE;gap;
Ektaphelenchus zwoelferi;Nematoda;Secernentea;Aphelenchida;Ektaphelenchidae;FE;;;;;gap;
