species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Claparedepelogenia inclusa;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;WORMS;gap;
Euthalenessa oculata;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;WORMS;gap;
Fimbriosthenelais longipinnis;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;WORMS;gap;
Fimbriosthenelais minor;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;WORMS;gap;
Fimbriosthenelais zetlandica;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;4;9;2;WORMS;;378433
Labioleanira yhleni;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;2;2;1;WORMS;;660259
Leanira hystricis;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;2;5;2;;;706598
Neoleanira tetragona;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;17;18;1;WORMS;;415336
Pelogenia arenosa;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;WORMS;gap;
Pholoe fauveli;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;;;;;gap;
Pholoe minuta;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;79;89;7;WORMS;;204055
Pholoides dorsipapillatus;Annelida;Polychaeta;Phyllodocida;Sigalionidae;WORMS;0;7;0;WORMS;gap;378449
Pisione guanche;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD;1;1;1;;;923581
Pisione puzae;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;2;2;1;;;923558
Pisione remota;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;1;4;1;WORMS;;572430
Sigalion mathildae;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;7;8;2;WORMS;;706570
Sigalion squamosus;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;3;3;1;WORMS;;706574
Sthenelais boa;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;9;16;4;WORMS;;378379
Sthenelais jeffreysi;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;3;3;1;WORMS;;599472;766933
Sthenelais limicola;Annelida;Polychaeta;Phyllodocida;Sigalionidae;BOLD,WORMS;27;30;2;WORMS;;122700
