species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Bicentralges gracilipes;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;FE;gap;
Pseudalges analgoides;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;FE;gap;
Trouessartia appendiculata;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;1;1;1;FE;;659085
Trouessartia bifurcata;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;31;31;2;FE;;659086
Trouessartia corvina;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;FE;gap;
Trouessartia crucifera;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;;gap;
Trouessartia gladifera;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;;gap;
Trouessartia inexpectata;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;2;2;1;;;659049
Trouessartia jedliczkai;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;10;10;1;FE;;659050
Trouessartia kratochvili;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;5;7;1;;;659093
Trouessartia microcaudata;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;4;4;1;;;659094
Trouessartia minuscula;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD;1;1;1;;;659095
Trouessartia minutipes;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;FE;gap;
Trouessartia motacillae;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;;gap;
Trouessartia piscicauda;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;;;;;gap;
Trouessartia reguli;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;16;18;1;;;659097
Trouessartia ripariae;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;3;3;1;;;659098
Trouessartia rosterii;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;12;12;1;FE;;659099
Trouessartia rubecula;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;14;17;1;;;659032
Trouessartia simillima;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;3;3;1;;;659100
Trouessartia swidwiensis;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;FE;1;1;1;;;659052
Trouessartia tenuipilata;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD;3;3;1;;;659084
Trouessartia trouessarti;Arthropoda;Arachnida;Sarcoptiformes;Trouessartiidae;BOLD,FE;3;3;1;;;659048
