species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Antarctozetes crozetensis;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD;2;3;1;ITIS;;910713
Minunthozetes pseudofusiger;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;2;3;0;FE;;894519
Minunthozetes semirufus;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;9;12;1;ITIS;;645558
Mycobates carli;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;5;5;1;FE;;893584
Mycobates parmeliae;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;0;3;0;ITIS;gap;738014
Mycobates sarekensis;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;21;21;1;ITIS;;887484
Mycobates tridactylus;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;23;23;2;;;540963
Punctoribates hexagonus;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;2;4;1;;;535279
Punctoribates punctum;Arthropoda;Arachnida;Sarcoptiformes;Punctoribatidae;BOLD,FE;205;215;6;FE;;216789
