species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ceratozetella cisalpina;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;ITIS;gap;
Ceratozetella cuspidodenticulatus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;FE;gap;
Ceratozetella maxima;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;ITIS;gap;
Ceratozetella minima;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;FE;gap;
Ceratozetella sellnicki;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;3;3;1;FE;;737985
Ceratozetella thienemanni;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;8;8;2;FE;;1141347;208825
Ceratozetes aragonensis;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes armatus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes bregetovae;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;FE;gap;
Ceratozetes campestris;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;ITIS;gap;
Ceratozetes conjunctus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;ITIS;gap;
Ceratozetes fjellbergi;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes fusiger;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes gemmula;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes gracilis;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;48;72;5;FE;;182020
Ceratozetes guadarramicus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes helenae;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;FE;gap;
Ceratozetes lagrecai;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes laticuspidatus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes longocuspidatus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes macromediocris;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes magnificus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes maximus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes mediocris;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;0;5;0;ITIS;gap;535273
Ceratozetes minimus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;1;5;0;;;753403
Ceratozetes minutissimus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;6;6;0;;;645585
Ceratozetes nanus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes nasutus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes ovidianus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;FE;;;;;gap;
Ceratozetes parvulus;Arthropoda;Arachnida;Sarcoptiformes;Ceratozetidae;BOLD,FE;10;26;2;;;753434
