species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Abudefduf saxatilis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;137;140;2;WORMS;;34219
Abudefduf septemfasciatus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;77;88;2;WORMS;;78590
Abudefduf sexfasciatus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;80;86;1;WORMS;;11477
Abudefduf sordidus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;47;54;1;WORMS;;11479
Abudefduf sparoides;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;16;20;1;WORMS;;285359
Abudefduf troschelii;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;49;50;1;WORMS;;11480
Abudefduf vaigiensis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;339;361;5;WORMS;;11478
Amphiprion akallopisos;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;35;41;3;WORMS;;64425
Amphiprion chrysopterus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;49;50;4;;;55984
Amphiprion clarkii;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;68;74;2;WORMS;;47191
Chromis acares;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;14;14;1;;;89146
Chromis agilis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;11;14;1;;;89338
Chromis alpha;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;10;10;1;;;89298
Chromis alta;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;36;42;2;;;71628
Chromis amboinensis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;13;16;1;WORMS;;140923
Chromis chromis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;WORMS;;;;WORMS;gap;
Chromis cyanea;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;30;86;1;WORMS;;64459
Chromis enchrysura;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;;;;FB;gap;1126704
Chromis iomelas;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;7;8;1;FB;;89162
Chromis limbata;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;WORMS;;;;WORMS;gap;
Chromis margaritifer;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;192;192;2;WORMS;;64422
Chromis multilineata;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;117;191;1;WORMS;;64231
Chromis sanctaehelenae;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;2;2;1;;;501311
Chromis vanderbilti;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;22;25;1;WORMS;;89205
Chromis weberi;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;38;48;4;WORMS;;84557
Chrysiptera biocellata;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;27;31;4;WORMS;;140695
Chrysiptera brownriggii;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;21;22;3;WORMS;;84589;706449
Chrysiptera glauca;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;31;33;6;WORMS;;141022
Chrysiptera taupou;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;12;14;2;WORMS;;47206
Chrysiptera unimaculata;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;41;51;7;WORMS;;181819;484196
Dascyllus aruanus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;77;90;1;WORMS;;47190
Dascyllus reticulatus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;46;53;2;WORMS;;64347
Dascyllus trimaculatus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;123;141;2;WORMS;;47250
Neopomacentrus nemurus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;10;11;1;WORMS;;389401
Plectroglyphidodon dickii;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;30;38;1;WORMS;;140542
Plectroglyphidodon johnstonianus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;40;44;1;WORMS;;89160
Plectroglyphidodon lacrymatus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;68;82;2;FB;;64466
Plectroglyphidodon leucozonus;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;44;52;2;WORMS;;11483
Plectroglyphidodon phoenixensis;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;24;26;2;WORMS;;89206
Pomacentrus agassizii;Chordata;Actinopterygii;Ovalentaria;Pomacentridae;BOLD;13;20;1;WORMS;;285367
