species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Pediculus capitis;Arthropoda;Insecta;Psocodea;Pediculidae;BOLD,FE;0;2;0;;gap;1146420
Pediculus humanus;Arthropoda;Insecta;Psocodea;Pediculidae;BOLD,FE,iNat;981;1379;4;;;28246;642725
